Date,Open,High,Low,Close,Adj Close,Volume
2022-09-21,26.620001,26.620001,26.620001,26.620001,26.038132,0
2022-09-22,26.379999,26.379999,26.379999,26.379999,25.803377,0
2022-09-23,25.820000,25.820000,25.820000,25.820000,25.255617,0
2022-09-26,25.540001,25.540001,25.540001,25.540001,24.981739,0
2022-09-27,25.420000,25.420000,25.420000,25.420000,24.864361,0
2022-09-28,25.959999,25.959999,25.959999,25.959999,25.392557,0
2022-09-29,25.500000,25.500000,25.500000,25.500000,24.942612,0
2022-09-30,25.200001,25.200001,25.200001,25.200001,24.649170,0
2022-10-03,25.770000,25.770000,25.770000,25.770000,25.206711,0
2022-10-04,26.650000,26.650000,26.650000,26.650000,26.067474,0
2022-10-05,26.480000,26.480000,26.480000,26.480000,25.901192,0
2022-10-06,26.070000,26.070000,26.070000,26.070000,25.500153,0
2022-10-07,25.410000,25.410000,25.410000,25.410000,24.854580,0
2022-10-10,25.240000,25.240000,25.240000,25.240000,24.688295,0
2022-10-11,25.090000,25.090000,25.090000,25.090000,24.541574,0
2022-10-12,25.059999,25.059999,25.059999,25.059999,24.512230,0
2022-10-13,25.600000,25.600000,25.600000,25.600000,25.040426,0
2022-10-14,25.150000,25.150000,25.150000,25.150000,24.600262,0
2022-10-17,25.870001,25.870001,25.870001,25.870001,25.304525,0
2022-10-18,26.170000,26.170000,26.170000,26.170000,25.597967,0
2022-10-19,25.840000,25.840000,25.840000,25.840000,25.275181,0
2022-10-20,25.709999,25.709999,25.709999,25.709999,25.148022,0
2022-10-21,26.280001,26.280001,26.280001,26.280001,25.705564,0
2022-10-24,26.490000,26.490000,26.490000,26.490000,25.910973,0
2022-10-25,27.040001,27.040001,27.040001,27.040001,26.448952,0
2022-10-26,27.030001,27.030001,27.030001,27.030001,26.439171,0
2022-10-27,26.860001,26.860001,26.860001,26.860001,26.272886,0
2022-10-28,27.350000,27.350000,27.350000,27.350000,26.752174,0
2022-10-31,27.110001,27.110001,27.110001,27.110001,26.517422,0
2022-11-01,27.059999,27.059999,27.059999,27.059999,26.468513,0
2022-11-02,26.410000,26.410000,26.410000,26.410000,25.832722,0
2022-11-03,26.100000,26.100000,26.100000,26.100000,25.529497,0
2022-11-04,26.700001,26.700001,26.700001,26.700001,26.116383,0
2022-11-07,26.860001,26.860001,26.860001,26.860001,26.272886,0
2022-11-08,27.080000,27.080000,27.080000,27.080000,26.488077,0
2022-11-09,26.629999,26.629999,26.629999,26.629999,26.047913,0
2022-11-10,28.170000,28.170000,28.170000,28.170000,27.554251,0
2022-11-11,28.469999,28.469999,28.469999,28.469999,27.847692,0
2022-11-14,28.200001,28.200001,28.200001,28.200001,27.583595,0
2022-11-15,28.379999,28.379999,28.379999,28.379999,27.759659,0
2022-11-16,28.170000,28.170000,28.170000,28.170000,27.554251,0
2022-11-17,28.120001,28.120001,28.120001,28.120001,27.505344,0
2022-11-18,28.280001,28.280001,28.280001,28.280001,27.661846,0
2022-11-21,28.200001,28.200001,28.200001,28.200001,27.583595,0
2022-11-22,28.580000,28.580000,28.580000,28.580000,27.955288,0
2022-11-23,28.790001,28.790001,28.790001,28.790001,28.160700,0
2022-11-25,28.850000,28.850000,28.850000,28.850000,28.219387,0
2022-11-28,28.480000,28.480000,28.480000,28.480000,27.857473,0
2022-11-29,28.459999,28.459999,28.459999,28.459999,27.837912,0
2022-11-30,29.290001,29.290001,29.290001,29.290001,28.649771,0
2022-12-01,29.370001,29.370001,29.370001,29.370001,28.728022,0
2022-12-02,29.360001,29.360001,29.360001,29.360001,28.718241,0
2022-12-05,28.870001,28.870001,28.870001,28.870001,28.238951,0
2022-12-06,28.559999,28.559999,28.559999,28.559999,27.935726,0
2022-12-07,28.520000,28.520000,28.520000,28.520000,27.896601,0
2022-12-08,28.709999,28.709999,28.709999,28.709999,28.082447,0
2022-12-09,28.540001,28.540001,28.540001,28.540001,27.916164,0
2022-12-12,28.830000,28.830000,28.830000,28.830000,28.199823,0
2022-12-13,29.070000,29.070000,29.070000,29.070000,28.434578,0
2022-12-14,29.000000,29.000000,29.000000,29.000000,28.366108,0
2022-12-15,28.270000,28.270000,28.270000,28.270000,27.652065,0
2022-12-16,27.910000,27.910000,27.910000,27.910000,27.299934,0
2022-12-19,27.690001,27.690001,27.690001,27.690001,27.084743,0
2022-12-20,27.700001,27.700001,27.700001,27.700001,27.094524,0
2022-12-21,28.090000,28.090000,28.090000,28.090000,27.476000,0
2022-12-22,27.219999,27.219999,27.219999,27.219999,27.219999,0
2022-12-23,27.280001,27.280001,27.280001,27.280001,27.280001,0
2022-12-27,27.270000,27.270000,27.270000,27.270000,27.270000,0
2022-12-28,27.000000,27.000000,27.000000,27.000000,27.000000,0
2022-12-29,27.400000,27.400000,27.400000,27.400000,27.400000,0
2022-12-30,27.260000,27.260000,27.260000,27.260000,27.260000,0
2023-01-03,27.320000,27.320000,27.320000,27.320000,27.320000,0
2023-01-04,27.700001,27.700001,27.700001,27.700001,27.700001,0
2023-01-05,27.420000,27.420000,27.420000,27.420000,27.420000,0
2023-01-06,28.040001,28.040001,28.040001,28.040001,28.040001,0
2023-01-09,27.990000,27.990000,27.990000,27.990000,27.990000,0
2023-01-10,28.160000,28.160000,28.160000,28.160000,28.160000,0
2023-01-11,28.410000,28.410000,28.410000,28.410000,28.410000,0
2023-01-12,28.549999,28.549999,28.549999,28.549999,28.549999,0
2023-01-13,28.719999,28.719999,28.719999,28.719999,28.719999,0
2023-01-17,28.690001,28.690001,28.690001,28.690001,28.690001,0
2023-01-18,28.320000,28.320000,28.320000,28.320000,28.320000,0
2023-01-19,28.150000,28.150000,28.150000,28.150000,28.150000,0
2023-01-20,28.570000,28.570000,28.570000,28.570000,28.570000,0
2023-01-23,28.770000,28.770000,28.770000,28.770000,28.770000,0
2023-01-24,28.730000,28.730000,28.730000,28.730000,28.730000,0
2023-01-25,28.799999,28.799999,28.799999,28.799999,28.799999,0
2023-01-26,28.969999,28.969999,28.969999,28.969999,28.969999,0
2023-01-27,29.000000,29.000000,29.000000,29.000000,29.000000,0
2023-01-30,28.790001,28.790001,28.790001,28.790001,28.790001,0
2023-01-31,29.160000,29.160000,29.160000,29.160000,29.160000,0
2023-02-01,29.410000,29.410000,29.410000,29.410000,29.410000,0
2023-02-02,29.680000,29.680000,29.680000,29.680000,29.680000,0
2023-02-03,29.440001,29.440001,29.440001,29.440001,29.440001,0
2023-02-06,29.139999,29.139999,29.139999,29.139999,29.139999,0
2023-02-07,29.370001,29.370001,29.370001,29.370001,29.370001,0
2023-02-08,29.170000,29.170000,29.170000,29.170000,29.170000,0
2023-02-09,29.020000,29.020000,29.020000,29.020000,29.020000,0
2023-02-10,28.990000,28.990000,28.990000,28.990000,28.990000,0
2023-02-13,29.370001,29.370001,29.370001,29.370001,29.370001,0
2023-02-14,29.340000,29.340000,29.340000,29.340000,29.340000,0
2023-02-15,29.379999,29.379999,29.379999,29.379999,29.379999,0
2023-02-16,29.120001,29.120001,29.120001,29.120001,29.120001,0
2023-02-17,29.139999,29.139999,29.139999,29.139999,29.139999,0
2023-02-21,28.670000,28.670000,28.670000,28.670000,28.670000,0
2023-02-22,28.670000,28.670000,28.670000,28.670000,28.670000,0
2023-02-23,28.740000,28.740000,28.740000,28.740000,28.740000,0
2023-02-24,28.360001,28.360001,28.360001,28.360001,28.360001,0
2023-02-27,28.500000,28.500000,28.500000,28.500000,28.500000,0
2023-02-28,28.360001,28.360001,28.360001,28.360001,28.360001,0
2023-03-01,28.290001,28.290001,28.290001,28.290001,28.290001,0
2023-03-02,28.430000,28.430000,28.430000,28.430000,28.430000,0
2023-03-03,28.809999,28.809999,28.809999,28.809999,28.809999,0
2023-03-06,28.760000,28.760000,28.760000,28.760000,28.760000,0
2023-03-07,28.290001,28.290001,28.290001,28.290001,28.290001,0
2023-03-08,28.290001,28.290001,28.290001,28.290001,28.290001,0
2023-03-09,27.870001,27.870001,27.870001,27.870001,27.870001,0
2023-03-10,27.520000,27.520000,27.520000,27.520000,27.520000,0
2023-03-13,27.430000,27.430000,27.430000,27.430000,27.430000,0
2023-03-14,27.840000,27.840000,27.840000,27.840000,27.840000,0
2023-03-15,27.469999,27.469999,27.469999,27.469999,27.469999,0
2023-03-16,27.900000,27.900000,27.900000,27.900000,27.900000,0
2023-03-17,27.580000,27.580000,27.580000,27.580000,27.580000,0
2023-03-20,27.879999,27.879999,27.879999,27.879999,27.879999,0
2023-03-21,28.180000,28.180000,28.180000,28.180000,28.180000,0
2023-03-22,27.879999,27.879999,27.879999,27.879999,27.879999,0
2023-03-23,27.940001,27.940001,27.940001,27.940001,27.940001,0
2023-03-24,27.980000,27.980000,27.980000,27.980000,27.980000,0
2023-03-27,28.139999,28.139999,28.139999,28.139999,28.139999,0
2023-03-28,28.139999,28.139999,28.139999,28.139999,28.139999,0
2023-03-29,28.530001,28.530001,28.530001,28.530001,28.530001,0
2023-03-30,28.760000,28.760000,28.760000,28.760000,28.760000,0
2023-03-31,29.070000,29.070000,29.070000,29.070000,29.070000,0
2023-04-03,29.209999,29.209999,29.209999,29.209999,29.209999,0
2023-04-04,29.160000,29.160000,29.160000,29.160000,29.160000,0
2023-04-05,29.090000,29.090000,29.090000,29.090000,29.090000,0
2023-04-06,29.200001,29.200001,29.200001,29.200001,29.200001,0
2023-04-10,29.160000,29.160000,29.160000,29.160000,29.160000,0
2023-04-11,29.250000,29.250000,29.250000,29.250000,29.250000,0
2023-04-12,29.260000,29.260000,29.260000,29.260000,29.260000,0
2023-04-13,29.620001,29.620001,29.620001,29.620001,29.620001,0
2023-04-14,29.559999,29.559999,29.559999,29.559999,29.559999,0
2023-04-17,29.600000,29.600000,29.600000,29.600000,29.600000,0
2023-04-18,29.680000,29.680000,29.680000,29.680000,29.680000,0
2023-04-19,29.639999,29.639999,29.639999,29.639999,29.639999,0
2023-04-20,29.600000,29.600000,29.600000,29.600000,29.600000,0
2023-04-21,29.709999,29.709999,29.709999,29.709999,29.709999,0
2023-04-24,29.790001,29.790001,29.790001,29.790001,29.790001,0
2023-04-25,29.379999,29.379999,29.379999,29.379999,29.379999,0
2023-04-26,29.309999,29.309999,29.309999,29.309999,29.309999,0
2023-04-27,29.719999,29.719999,29.719999,29.719999,29.719999,0
2023-04-28,29.840000,29.840000,29.840000,29.840000,29.840000,0
2023-05-01,29.780001,29.780001,29.780001,29.780001,29.780001,0
2023-05-02,29.450001,29.450001,29.450001,29.450001,29.450001,0
2023-05-03,29.340000,29.340000,29.340000,29.340000,29.340000,0
2023-05-04,29.160000,29.160000,29.160000,29.160000,29.160000,0
2023-05-05,29.629999,29.629999,29.629999,29.629999,29.629999,0
2023-05-08,29.620001,29.620001,29.620001,29.620001,29.620001,0
2023-05-09,29.469999,29.469999,29.469999,29.469999,29.469999,0
2023-05-10,29.520000,29.520000,29.520000,29.520000,29.520000,0
2023-05-11,29.440001,29.440001,29.440001,29.440001,29.440001,0
2023-05-12,29.370001,29.370001,29.370001,29.370001,29.370001,0
2023-05-15,29.500000,29.500000,29.500000,29.500000,29.500000,0
2023-05-16,29.240000,29.240000,29.240000,29.240000,29.240000,0
2023-05-17,29.469999,29.469999,29.469999,29.469999,29.469999,0
2023-05-18,29.549999,29.549999,29.549999,29.549999,29.549999,0
2023-05-19,29.510000,29.510000,29.510000,29.510000,29.510000,0
2023-05-22,29.459999,29.459999,29.459999,29.459999,29.459999,0
2023-05-23,29.129999,29.129999,29.129999,29.129999,29.129999,0
2023-05-24,28.870001,28.870001,28.870001,28.870001,28.870001,0
2023-05-25,28.820000,28.820000,28.820000,28.820000,28.820000,0
2023-05-26,29.030001,29.030001,29.030001,29.030001,29.030001,0
2023-05-30,28.920000,28.920000,28.920000,28.920000,28.920000,0
2023-05-31,28.850000,28.850000,28.850000,28.850000,28.850000,0
2023-06-01,29.049999,29.049999,29.049999,29.049999,29.049999,0
2023-06-02,29.520000,29.520000,29.520000,29.520000,29.520000,0
2023-06-05,29.440001,29.440001,29.440001,29.440001,29.440001,0
2023-06-06,29.450001,29.450001,29.450001,29.450001,29.450001,0
2023-06-07,29.309999,29.309999,29.309999,29.309999,29.309999,0
2023-06-08,29.530001,29.530001,29.530001,29.530001,29.530001,0
2023-06-09,29.520000,29.520000,29.520000,29.520000,29.520000,0
2023-06-12,29.730000,29.730000,29.730000,29.730000,29.730000,0
2023-06-13,29.900000,29.900000,29.900000,29.900000,29.900000,0
2023-06-14,29.889999,29.889999,29.889999,29.889999,29.889999,0
2023-06-15,30.309999,30.309999,30.309999,30.309999,30.309999,0
2023-06-16,30.270000,30.270000,30.270000,30.270000,30.270000,0
2023-06-20,30.000000,30.000000,30.000000,30.000000,30.000000,0
2023-06-21,29.889999,29.889999,29.889999,29.889999,29.889999,0
2023-06-22,29.379999,29.379999,29.379999,29.379999,29.379999,0
2023-06-23,29.129999,29.129999,29.129999,29.129999,29.129999,0
2023-06-26,29.120001,29.120001,29.120001,29.120001,29.120001,0
2023-06-27,29.320000,29.320000,29.320000,29.320000,29.320000,0
2023-06-28,29.250000,29.250000,29.250000,29.250000,29.250000,0
2023-06-29,29.290001,29.290001,29.290001,29.290001,29.290001,0
2023-06-30,29.620001,29.620001,29.620001,29.620001,29.620001,0
2023-07-03,29.600000,29.600000,29.600000,29.600000,29.600000,0
2023-07-05,29.510000,29.510000,29.510000,29.510000,29.510000,0
2023-07-06,29.190001,29.190001,29.190001,29.190001,29.190001,0
2023-07-07,29.139999,29.139999,29.139999,29.139999,29.139999,0
2023-07-10,29.410000,29.410000,29.410000,29.410000,29.410000,0
2023-07-11,29.480000,29.480000,29.480000,29.480000,29.480000,0
2023-07-12,29.799999,29.799999,29.799999,29.799999,29.799999,0
2023-07-13,30.030001,30.030001,30.030001,30.030001,30.030001,0
2023-07-14,29.969999,29.969999,29.969999,29.969999,29.969999,0
2023-07-17,29.980000,29.980000,29.980000,29.980000,29.980000,0
2023-07-18,30.100000,30.100000,30.100000,30.100000,30.100000,0
2023-07-19,30.250000,30.250000,30.250000,30.250000,30.250000,0
2023-07-20,30.230000,30.230000,30.230000,30.230000,30.230000,0
2023-07-21,30.290001,30.290001,30.290001,30.290001,30.290001,0
2023-07-24,30.280001,30.280001,30.280001,30.280001,30.280001,0
2023-07-25,30.320000,30.320000,30.320000,30.320000,30.320000,0
2023-07-26,30.240000,30.240000,30.240000,30.240000,30.240000,0
2023-07-27,30.000000,30.000000,30.000000,30.000000,30.000000,0
2023-07-28,30.180000,30.180000,30.180000,30.180000,30.180000,0
